Order Date,Customer ID,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
25-04-2014,DK-12835,Philadelphia,Pennsylvania,Office Supplies,Appliances,99.28,2,0.2,12.41
25-04-2014,DK-12835,Philadelphia,Pennsylvania,Office Supplies,Binders,1.188,2,0.7,-0.99
25-04-2014,DK-12835,Philadelphia,Pennsylvania,Office Supplies,Binders,7.518,2,0.7,-5.7638
11/12/2014,AW-10840,Philadelphia,Pennsylvania,Office Supplies,Paper,10.368,2,0.2,3.6288
11/12/2014,AW-10840,Philadelphia,Pennsylvania,Furniture,Furnishings,310.88,2,0.2,23.316
16-08-2011,TS-21610,Philadelphia,Pennsylvania,Furniture,Tables,853.092,6,0.4,-227.4912
10/12/2014,HF-14995,Indianapolis,Indiana,Office Supplies,Paper,33.45,5,0,15.387
10/12/2014,HF-14995,Indianapolis,Indiana,Office Supplies,Binders,10.4,5,0,5.096
15-03-2013,HZ-14950,Columbus,Ohio,Furniture,Furnishings,21.88,5,0.2,6.2905
27-06-2013,AB-10255,Plano,Texas,Technology,Accessories,13.616,2,0.2,3.5742
25-09-2012,PO-19195,Bayonne,New Jersey,Technology,Accessories,63.96,4,0,19.8276
25-09-2012,PO-19195,Bayonne,New Jersey,Office Supplies,Binders,14.46,3,0,7.0854
25-09-2012,PO-19195,Bayonne,New Jersey,Technology,Phones,104.98,2,0,52.49
27-12-2012,AG-10900,Los Angeles,California,Office Supplies,Appliances,106.96,2,0,31.0184
27-12-2012,AG-10900,Los Angeles,California,Office Supplies,Labels,21.56,7,0,10.3488
3/6/2011,SC-20725,Seattle,Washington,Furniture,Tables,515.88,6,0,113.4936
13-07-2012,ND-18370,New York City,New York,Office Supplies,Binders,11.808,2,0.2,4.2804
13-07-2012,ND-18370,New York City,New York,Furniture,Chairs,1931.04,9,0.1,321.84
13-07-2012,ND-18370,New York City,New York,Office Supplies,Paper,9.96,2,0,4.6812
3/2/2011,CD-12790,San Diego,California,Office Supplies,Fasteners,12.35,5,0,5.8045
9/3/2013,PG-18820,Glendale,Arizona,Office Supplies,Binders,9.702,3,0.7,-7.1148
22-11-2012,IM-15070,Philadelphia,Pennsylvania,Office Supplies,Binders,11.61,2,0.7,-9.288
31-10-2014,JK-15205,San Francisco,California,Office Supplies,Labels,43.86,6,0,20.6142
31-10-2014,JK-15205,San Francisco,California,Technology,Phones,148.48,2,0.2,16.704
31-10-2014,JK-15205,San Francisco,California,Office Supplies,Paper,7.42,2,0,3.71
31-10-2014,JK-15205,San Francisco,California,Furniture,Chairs,71.992,1,0.2,-0.8999
31-10-2014,JK-15205,San Francisco,California,Office Supplies,Art,19.9,5,0,6.567
31-10-2014,JK-15205,San Francisco,California,Office Supplies,Appliances,1702.12,14,0,510.636
30-01-2012,JP-15520,Houston,Texas,Office Supplies,Paper,14.304,6,0.2,5.0064
9/9/2014,MM-18055,Chicago,Illinois,Furniture,Tables,765.625,7,0.5,-566.5625
8/10/2014,DC-13285,San Francisco,California,Furniture,Bookcases,307.666,2,0.15,-14.4784
1/5/2013,JL-15835,New York City,New York,Office Supplies,Binders,7.712,2,0.2,2.7956
20-05-2013,BN-11515,New York City,New York,Office Supplies,Appliances,242.9,5,0,70.441
20-05-2013,BN-11515,New York City,New York,Office Supplies,Storage,454.9,5,0,0
20-05-2013,BN-11515,New York City,New York,Furniture,Furnishings,35.92,4,0,15.0864
20-05-2013,BN-11515,New York City,New York,Furniture,Furnishings,39.76,8,0,12.3256
20-05-2013,BN-11515,New York City,New York,Office Supplies,Binders,47.744,4,0.2,14.92
20-12-2012,KD-16345,Chicago,Illinois,Technology,Phones,159.984,2,0.2,11.9988
20-12-2012,KD-16345,Chicago,Illinois,Technology,Accessories,255.968,4,0.2,51.1936
20-12-2012,KD-16345,Chicago,Illinois,Furniture,Bookcases,359.058,3,0.3,-71.8116
19-12-2012,JK-15370,Philadelphia,Pennsylvania,Office Supplies,Appliances,434.352,3,0.2,43.4352
19-12-2012,JK-15370,Philadelphia,Pennsylvania,Office Supplies,Appliances,3.552,2,0.2,0.444
19-12-2012,JK-15370,Philadelphia,Pennsylvania,Office Supplies,Appliances,88.832,4,0.2,7.7728
30-04-2014,FM-14215,Dublin,Ohio,Furniture,Tables,1048.35,5,0.4,-69.89
7/2/2013,CA-12265,Springfield,Virginia,Technology,Accessories,100,4,0,21
7/2/2013,CA-12265,Springfield,Virginia,Office Supplies,Labels,7.83,3,0,3.6018
28-09-2011,KD-16495,Fayetteville,North Carolina,Office Supplies,Paper,96.256,8,0.2,31.2832
28-09-2011,KD-16495,Fayetteville,North Carolina,Office Supplies,Paper,10.688,2,0.2,3.7408
11/7/2013,LH-17155,Dallas,Texas,Office Supplies,Storage,338.04,3,0.2,-33.804
11/7/2013,LH-17155,Dallas,Texas,Office Supplies,Art,154.24,4,0.2,17.352
30-07-2014,AG-10675,Jacksonville,North Carolina,Office Supplies,Appliances,34.848,2,0.2,6.534
30-07-2014,AG-10675,Jacksonville,North Carolina,Technology,Phones,22,5,0.2,1.375
30-07-2014,AG-10675,Jacksonville,North Carolina,Office Supplies,Art,4.368,3,0.2,0.3822
3/9/2012,DB-13120,San Francisco,California,Office Supplies,Storage,31.44,3,0,8.4888
3/9/2012,DB-13120,San Francisco,California,Technology,Accessories,17.9,2,0,3.401
3/9/2012,DB-13120,San Francisco,California,Technology,Accessories,129.45,5,0,46.602
9/8/2011,ED-13885,San Diego,California,Office Supplies,Labels,20.88,8,0,9.6048
31-10-2014,MC-18100,Philadelphia,Pennsylvania,Office Supplies,Paper,20.736,4,0.2,7.2576
31-10-2014,MC-18100,Philadelphia,Pennsylvania,Furniture,Furnishings,7.168,2,0.2,0.9856
31-10-2014,MC-18100,Philadelphia,Pennsylvania,Office Supplies,Storage,11.168,2,0.2,-2.5128
31-10-2014,MC-18100,Philadelphia,Pennsylvania,Technology,Accessories,442.4,7,0.2,-55.3
6/6/2011,BM-11785,Rochester,New York,Office Supplies,Art,13.36,2,0,4.9432
14-08-2013,EM-14065,Jacksonville,North Carolina,Office Supplies,Binders,11.232,8,0.7,-8.2368
14-08-2013,EM-14065,Jacksonville,North Carolina,Office Supplies,Paper,10.272,3,0.2,3.21
25-04-2011,DA-13450,Houston,Texas,Office Supplies,Paper,10.368,2,0.2,3.6288
25-04-2011,DA-13450,Houston,Texas,Office Supplies,Art,6.24,3,0.2,0.546
22-11-2012,MO-17800,San Antonio,Texas,Furniture,Tables,206.962,2,0.3,-32.5226
15-10-2014,JW-15955,Oakland,California,Furniture,Furnishings,9.46,2,0,3.6894
3/12/2014,VW-21775,San Francisco,California,Office Supplies,Storage,559.62,9,0,151.0974
3/12/2014,VW-21775,San Francisco,California,Office Supplies,Paper,109.92,2,0,53.8608
3/12/2014,VW-21775,San Francisco,California,Office Supplies,Paper,8.56,2,0,3.852
8/12/2012,TT-21460,Fort Worth,Texas,Office Supplies,Paper,360.712,11,0.2,130.7581
8/12/2012,TT-21460,Fort Worth,Texas,Technology,Phones,1718.4,6,0.2,150.36
13-07-2012,SL-20155,Houston,Texas,Office Supplies,Binders,41.568,6,0.8,-66.5088
11/5/2011,RM-19375,Houston,Texas,Technology,Accessories,46.864,2,0.2,7.6154
6/1/2011,MB-18085,Philadelphia,Pennsylvania,Office Supplies,Art,19.536,3,0.2,4.884
5/9/2012,AG-10900,San Diego,California,Furniture,Bookcases,411.332,4,0.15,-4.8392
5/9/2012,AG-10900,San Diego,California,Office Supplies,Binders,28.752,6,0.2,9.7038
5/9/2012,AG-10900,San Diego,California,Furniture,Bookcases,293.199,3,0.15,-20.6964
5/8/2013,ML-17755,Suffolk,Virginia,Office Supplies,Supplies,35.06,2,0,10.518
5/8/2013,ML-17755,Suffolk,Virginia,Office Supplies,Labels,4.13,1,0,1.8998
5/8/2013,ML-17755,Suffolk,Virginia,Furniture,Furnishings,109.8,9,0,46.116
5/8/2013,ML-17755,Suffolk,Virginia,Office Supplies,Labels,9.82,2,0,4.8118
22-03-2011,CC-12685,Greensboro,North Carolina,Office Supplies,Binders,7.644,4,0.7,-5.8604
22-03-2011,CC-12685,Greensboro,North Carolina,Office Supplies,Binders,51.465,5,0.7,-39.4565
3/3/2014,SC-20770,Dallas,Texas,Office Supplies,Supplies,6.976,4,0.2,-1.3952
3/3/2014,SC-20770,Dallas,Texas,Office Supplies,Binders,12.222,7,0.8,-20.1663
28-11-2013,GG-14650,Chicago,Illinois,Office Supplies,Storage,97.984,2,0.2,-24.496
28-11-2013,GG-14650,Chicago,Illinois,Technology,Accessories,62.4,6,0.2,19.5
28-04-2011,MY-18295,Baltimore,Maryland,Office Supplies,Binders,20.86,2,0,9.387
28-04-2011,MY-18295,Baltimore,Maryland,Office Supplies,Storage,497.61,9,0,129.3786
28-04-2011,MY-18295,Baltimore,Maryland,Office Supplies,Art,5.34,2,0,1.4952
28-04-2011,MY-18295,Baltimore,Maryland,Office Supplies,Labels,3.15,1,0,1.512
24-11-2012,DP-13000,Los Angeles,California,Office Supplies,Paper,368.91,9,0,180.7659
24-11-2012,DP-13000,Los Angeles,California,Office Supplies,Art,14.7,5,0,6.615
12/11/2013,BD-11770,New York City,New York,Technology,Accessories,59.97,3,0,14.9925
12/11/2013,BD-11770,New York City,New York,Office Supplies,Storage,83.36,1,0,20.84
9/7/2012,CB-12535,Franklin,Massachusetts,Office Supplies,Paper,6.58,2,0,3.0268
9/7/2012,CB-12535,Franklin,Massachusetts,Office Supplies,Binders,122.94,3,0,59.0112
23-09-2014,JE-15610,Milwaukee,Wisconsin,Office Supplies,Paper,219.84,4,0,107.7216
23-09-2014,JE-15610,Milwaukee,Wisconsin,Technology,Accessories,98.16,6,0,9.816
23-09-2014,JE-15610,Milwaukee,Wisconsin,Office Supplies,Binders,33.04,8,0,15.5288
23-09-2014,JE-15610,Milwaukee,Wisconsin,Technology,Phones,86.97,3,0,25.2213
15-02-2012,RP-19855,Kenosha,Wisconsin,Technology,Phones,134.97,3,0,64.7856
15-02-2012,RP-19855,Kenosha,Wisconsin,Technology,Phones,699.98,2,0,195.9944
15-02-2012,RP-19855,Kenosha,Wisconsin,Technology,Accessories,139.95,5,0,26.5905
30-09-2011,RA-19915,New York City,New York,Office Supplies,Paper,48.94,1,0,24.47
1/12/2011,RP-19390,Madison,Wisconsin,Furniture,Chairs,2807.84,8,0,673.8816
1/12/2011,RP-19390,Madison,Wisconsin,Office Supplies,Art,46.64,4,0,12.5928
8/12/2011,TB-21175,Houston,Texas,Office Supplies,Storage,60.416,2,0.2,6.0416
6/9/2013,BE-11455,Olathe,Kansas,Office Supplies,Art,107.94,3,0,26.985
28-08-2014,MR-17545,New York City,New York,Office Supplies,Storage,63.84,8,0,16.5984
28-08-2014,MR-17545,New York City,New York,Technology,Phones,347.97,3,0,100.9113
28-08-2014,MR-17545,New York City,New York,Office Supplies,Binders,37.008,6,0.2,11.565
8/7/2013,RM-19375,San Jose,California,Furniture,Furnishings,215.65,5,0,73.321
9/8/2013,JF-15565,Dallas,Texas,Office Supplies,Fasteners,11.168,4,0.2,3.6296
9/8/2013,JF-15565,Dallas,Texas,Office Supplies,Paper,53.952,3,0.2,17.5344
14-11-2013,AS-10135,Auburn,Washington,Furniture,Furnishings,4.18,1,0,1.5048
23-09-2014,JA-15970,Philadelphia,Pennsylvania,Office Supplies,Binders,5.607,1,0.7,-4.2987
23-09-2014,JA-15970,Philadelphia,Pennsylvania,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406
23-09-2014,JA-15970,Philadelphia,Pennsylvania,Technology,Accessories,79.984,2,0.2,22.9954
26-12-2013,GK-14620,Los Angeles,California,Technology,Phones,2575.944,7,0.2,257.5944
26-12-2013,GK-14620,Los Angeles,California,Office Supplies,Paper,45.36,7,0,21.7728
26-12-2013,GK-14620,Los Angeles,California,Technology,Accessories,254.24,7,0,76.272
11/2/2013,PB-19210,Tulsa,Oklahoma,Technology,Phones,69.93,7,0,0.6993
24-10-2013,HK-14890,Chicago,Illinois,Furniture,Furnishings,16.156,7,0.6,-12.117
24-10-2013,HK-14890,Chicago,Illinois,Office Supplies,Paper,54.816,3,0.2,17.8152
9/6/2011,FO-14305,Harrisonburg,Virginia,Furniture,Tables,1441.3,7,0,245.021
21-11-2014,BT-11680,Newark,Ohio,Furniture,Furnishings,77.6,5,0.2,28.13
21-11-2014,BT-11680,Newark,Ohio,Furniture,Furnishings,4.656,2,0.2,1.5714
14-09-2012,SP-20620,Los Angeles,California,Furniture,Tables,170.136,3,0.2,-8.5068
4/6/2012,LL-16840,Seattle,Washington,Office Supplies,Labels,7.38,2,0,3.4686
4/6/2012,LL-16840,Seattle,Washington,Office Supplies,Art,9.26,2,0,3.0558
13-12-2012,MC-17575,Los Angeles,California,Office Supplies,Labels,9.96,2,0,4.5816
25-05-2011,JL-15235,Chicago,Illinois,Office Supplies,Appliances,75.6,2,0.8,-166.32
25-05-2011,JL-15235,Chicago,Illinois,Furniture,Furnishings,29.32,2,0.6,-24.189
16-02-2013,EA-14035,Chicago,Illinois,Office Supplies,Appliances,92.064,6,0.8,-225.5568
16-02-2013,EA-14035,Chicago,Illinois,Office Supplies,Fasteners,6.976,4,0.2,1.8312
16-02-2013,EA-14035,Chicago,Illinois,Furniture,Chairs,62.958,3,0.3,-2.6982
16-02-2013,EA-14035,Chicago,Illinois,Office Supplies,Paper,5.184,1,0.2,1.8144
23-12-2013,SA-20830,Redmond,Oregon,Office Supplies,Binders,31.32,10,0.7,-25.056
23-12-2013,SA-20830,Redmond,Oregon,Furniture,Furnishings,11.84,4,0.2,3.108
23-12-2013,SA-20830,Redmond,Oregon,Furniture,Furnishings,22.784,1,0.2,4.8416
8/2/2013,CH-12070,Raleigh,North Carolina,Technology,Phones,1127.976,3,0.2,126.8973
13-07-2012,ND-18460,Macon,Georgia,Office Supplies,Paper,38.88,6,0,18.6624
18-05-2011,BS-11755,Cleveland,Ohio,Technology,Phones,779.796,2,0.4,-168.9558
22-10-2014,SL-20155,Muskogee,Oklahoma,Technology,Phones,1439.92,8,0,374.3792
22-10-2014,SL-20155,Muskogee,Oklahoma,Furniture,Tables,262.11,1,0,62.9064
5/11/2012,GB-14530,Monroe,North Carolina,Furniture,Chairs,207,3,0.2,25.875
2/8/2014,AS-10045,Austin,Texas,Technology,Machines,1439.982,3,0.4,-263.9967
2/8/2014,AS-10045,Austin,Texas,Office Supplies,Paper,36.288,7,0.2,12.7008
21-06-2011,RM-19375,Meriden,Connecticut,Office Supplies,Art,21.4,5,0,6.206
20-02-2014,NH-18610,Roswell,Georgia,Office Supplies,Appliances,1245.86,7,0,361.2994
1/8/2011,BF-10975,Charlotte,North Carolina,Office Supplies,Labels,17.544,3,0.2,5.9211
1/8/2011,BF-10975,Charlotte,North Carolina,Furniture,Furnishings,44.128,4,0.2,12.1352
1/8/2011,BF-10975,Charlotte,North Carolina,Office Supplies,Appliances,62.92,1,0.2,10.2245
1/8/2011,BF-10975,Charlotte,North Carolina,Office Supplies,Paper,78.304,2,0.2,29.364
19-07-2013,KH-16330,Bowling Green,Kentucky,Furniture,Chairs,140.81,1,0,39.4268
9/2/2012,FA-14230,San Antonio,Texas,Office Supplies,Labels,40.096,4,0.2,13.5324
9/2/2012,FA-14230,San Antonio,Texas,Furniture,Furnishings,40.784,2,0.6,-30.588
30-07-2014,GW-14605,Seattle,Washington,Technology,Accessories,90.57,3,0,11.7741
13-01-2014,DA-13450,Washington,District of Columbia,Office Supplies,Paper,40.08,6,0,19.2384
13-01-2014,DA-13450,Washington,District of Columbia,Furniture,Furnishings,37.68,2,0,15.8256
11/9/2014,FH-14275,Los Angeles,California,Furniture,Chairs,362.352,3,0.2,27.1764
11/9/2014,FH-14275,Los Angeles,California,Office Supplies,Binders,7.184,2,0.2,2.245
20-07-2012,RK-19300,South Bend,Indiana,Office Supplies,Storage,34.76,1,0,9.7328
20-07-2012,RK-19300,South Bend,Indiana,Technology,Accessories,831.2,5,0,124.68
20-07-2012,RK-19300,South Bend,Indiana,Office Supplies,Paper,26.4,5,0,11.88
20-07-2012,RK-19300,South Bend,Indiana,Office Supplies,Envelopes,106.75,7,0,49.105
20-07-2012,RK-19300,South Bend,Indiana,Office Supplies,Paper,97.82,2,0,45.9754
20-07-2012,RK-19300,South Bend,Indiana,Office Supplies,Storage,141.4,5,0,38.178
13-06-2011,FM-14215,Los Angeles,California,Office Supplies,Art,14.52,3,0,4.7916
13-05-2014,AC-10420,Houston,Texas,Office Supplies,Storage,127.92,5,0.2,-15.99
13-05-2014,AC-10420,Houston,Texas,Office Supplies,Binders,34.24,4,0.8,-53.072
3/9/2012,JB-15400,Bristol,Connecticut,Office Supplies,Appliances,137.62,2,0,60.5528
3/9/2012,JB-15400,Bristol,Connecticut,Technology,Phones,100.49,1,0,25.1225
27-03-2014,GM-14440,New York City,New York,Furniture,Bookcases,257.568,2,0.2,-28.9764
27-03-2014,GM-14440,New York City,New York,Technology,Phones,119.96,4,0,33.5888
12/11/2011,RF-19840,San Antonio,Texas,Office Supplies,Storage,49.632,4,0.2,4.9632
14-10-2013,NC-18625,Aurora,Colorado,Furniture,Tables,727.45,5,0.5,-465.568
14-10-2013,NC-18625,Aurora,Colorado,Furniture,Furnishings,24.96,3,0.2,4.368
13-11-2014,NG-18355,Newark,Ohio,Technology,Phones,370.782,3,0.4,-92.6955
16-04-2014,AH-10075,Henderson,Nevada,Furniture,Furnishings,196.45,5,0,70.722
25-06-2012,CH-12070,Philadelphia,Pennsylvania,Office Supplies,Paper,31.104,6,0.2,10.8864
25-06-2012,CH-12070,Philadelphia,Pennsylvania,Office Supplies,Storage,78.256,2,0.2,-17.6076
27-08-2013,CC-12145,Seattle,Washington,Office Supplies,Paper,6.48,1,0,3.1104
21-07-2011,ME-18010,San Francisco,California,Office Supplies,Art,99.2,5,0,25.792
21-07-2011,ME-18010,San Francisco,California,Furniture,Chairs,801.568,2,0.2,50.098
21-07-2011,ME-18010,San Francisco,California,Furniture,Tables,272.848,1,0.2,27.2848
22-11-2014,BP-11230,Spokane,Washington,Furniture,Tables,70.98,1,0,20.5842
4/6/2011,MP-17470,Columbus,Ohio,Office Supplies,Paper,16.224,2,0.2,5.8812
11/3/2013,CJ-12010,Long Beach,New York,Furniture,Bookcases,176.784,1,0.2,-22.098
26-03-2014,JC-15775,San Antonio,Texas,Technology,Phones,470.376,3,0.2,47.0376
30-12-2014,JG-15160,Los Angeles,California,Furniture,Chairs,393.568,4,0.2,-44.2764
30-12-2014,JG-15160,Los Angeles,California,Technology,Phones,302.376,3,0.2,22.6782
29-03-2014,CK-12760,Jacksonville,Florida,Office Supplies,Binders,68.742,9,0.7,-48.1194
5/3/2012,LF-17185,New York City,New York,Office Supplies,Envelopes,29.34,3,0,14.67
5/3/2012,LF-17185,New York City,New York,Furniture,Chairs,383.607,7,0.1,63.9345
5/3/2012,LF-17185,New York City,New York,Office Supplies,Storage,563.4,4,0,67.608
14-11-2013,CC-12430,Philadelphia,Pennsylvania,Office Supplies,Paper,217.056,7,0.2,78.6828
20-01-2014,DL-12865,Keller,Texas,Office Supplies,Labels,6,2,0.2,2.1
23-04-2013,PG-18895,San Francisco,California,Furniture,Furnishings,31.56,3,0,10.4148
13-05-2011,EH-14005,Hialeah,Florida,Office Supplies,Fasteners,7.104,2,0.2,2.3976
13-05-2011,EH-14005,Hialeah,Florida,Office Supplies,Binders,398.352,8,0.7,-331.96
21-10-2011,TB-21520,Fairfield,Ohio,Office Supplies,Appliances,121.792,4,0.2,13.7016
21-10-2011,TB-21520,Fairfield,Ohio,Furniture,Tables,409.59,3,0.4,-122.877
14-03-2011,DK-13225,Huntington Beach,California,Office Supplies,Paper,10.56,2,0,4.752
14-03-2011,DK-13225,Huntington Beach,California,Office Supplies,Art,3.38,1,0,1.2506
23-12-2014,JP-15520,Port Orange,Florida,Office Supplies,Envelopes,7.824,1,0.2,2.934
25-11-2013,CD-11980,Medford,Oregon,Office Supplies,Paper,24.784,1,0.2,7.745
3/12/2014,AS-10090,Charlottesville,Virginia,Office Supplies,Art,34.65,3,0,10.395
31-12-2012,JO-15280,Missoula,Montana,Office Supplies,Binders,487.984,2,0.2,152.495
4/10/2014,AC-10450,Minneapolis,Minnesota,Office Supplies,Binders,1793.98,2,0,843.1706
29-08-2011,RA-19945,Miami,Florida,Office Supplies,Envelopes,29.808,2,0.2,10.8054
29-08-2011,RA-19945,Miami,Florida,Office Supplies,Binders,505.176,4,0.7,-336.784
29-08-2011,RA-19945,Miami,Florida,Furniture,Tables,174.0585,3,0.45,-110.7645
30-06-2013,Co-12640,Florence,South Carolina,Office Supplies,Storage,191.88,6,0,19.188
21-08-2013,DW-13480,Detroit,Michigan,Technology,Phones,14.78,2,0,3.9906
22-10-2014,DK-12835,Springfield,Oregon,Office Supplies,Paper,5.184,1,0.2,1.8144
22-10-2014,DK-12835,Springfield,Oregon,Furniture,Chairs,478.48,2,0.2,47.848
22-10-2014,DK-12835,Springfield,Oregon,Technology,Accessories,28.4,2,0.2,6.745
22-10-2014,MD-17860,Indianapolis,Indiana,Office Supplies,Storage,909.12,8,0,9.0912
18-05-2013,RP-19855,Apopka,Florida,Office Supplies,Binders,2.952,2,0.7,-2.1648
18-05-2013,RP-19855,Apopka,Florida,Office Supplies,Binders,27.018,6,0.7,-21.6144
3/2/2012,RW-19540,Los Angeles,California,Furniture,Furnishings,136.92,4,0,41.076
19-12-2014,DB-13660,Oceanside,New York,Furniture,Furnishings,18.96,2,0,8.532
16-11-2013,SC-20770,Los Angeles,California,Technology,Accessories,99.39,3,0,40.7499
4/7/2014,FH-14275,Houston,Texas,Office Supplies,Paper,273.896,7,0.2,92.4399
4/7/2014,FH-14275,Houston,Texas,Technology,Machines,597.132,3,0.4,49.761
16-01-2011,EH-13990,Roswell,Georgia,Technology,Accessories,149.95,5,0,65.978
1/5/2014,AS-10630,Boynton Beach,Florida,Office Supplies,Labels,4.608,2,0.2,1.6704
1/5/2014,AS-10630,Boynton Beach,Florida,Office Supplies,Art,15.528,3,0.2,4.8525
1/5/2014,AS-10630,Boynton Beach,Florida,Office Supplies,Labels,11.952,3,0.2,3.8844
8/11/2012,HA-14905,Franklin,Massachusetts,Office Supplies,Art,11.65,5,0,3.3785
30-10-2012,CH-12070,Detroit,Michigan,Technology,Phones,299.9,2,0,74.975
18-08-2014,EH-13765,Watertown,New York,Office Supplies,Binders,895.92,5,0.2,302.373
18-08-2014,EH-13765,Watertown,New York,Furniture,Chairs,462.564,2,0.1,97.6524
3/10/2012,MZ-17515,Reading,Pennsylvania,Office Supplies,Storage,15.008,2,0.2,1.5008
9/7/2013,SC-20230,Arlington,Texas,Technology,Phones,863.64,9,0.2,107.955
9/7/2013,SC-20230,Arlington,Texas,Office Supplies,Art,47.616,3,0.2,3.5712
6/12/2014,NP-18325,San Diego,California,Office Supplies,Paper,92.94,3,0,41.823
10/3/2014,LW-16990,San Francisco,California,Technology,Accessories,199.98,2,0,69.993
10/6/2013,GM-14680,Los Angeles,California,Technology,Phones,177.48,3,0.2,19.9665
29-11-2014,RH-19495,Denver,Colorado,Office Supplies,Paper,88.768,2,0.2,31.0688
17-03-2014,VM-21685,Seattle,Washington,Office Supplies,Paper,6.48,1,0,3.1104
17-03-2014,VM-21685,Seattle,Washington,Office Supplies,Storage,46.51,1,0,1.8604
17-03-2014,VM-21685,Seattle,Washington,Technology,Phones,659.976,3,0.2,49.4982
28-11-2013,CC-12670,Scottsdale,Arizona,Technology,Phones,271.992,1,0.2,23.7993
7/8/2014,SV-20365,Lafayette,Louisiana,Furniture,Bookcases,145.74,3,0,23.3184
7/8/2014,SV-20365,Lafayette,Louisiana,Furniture,Furnishings,15.4,5,0,7.392
28-11-2014,LW-16990,San Francisco,California,Office Supplies,Paper,244.55,5,0,114.9385
28-11-2014,LW-16990,San Francisco,California,Technology,Accessories,166.16,8,0,59.8176
25-05-2012,NP-18685,San Francisco,California,Furniture,Furnishings,14.73,3,0,4.8609
9/7/2013,JE-15715,Broomfield,Colorado,Office Supplies,Binders,19.968,2,0.7,-13.312
9/7/2013,JE-15715,Broomfield,Colorado,Office Supplies,Storage,33.488,7,0.2,-1.2558
9/7/2013,JE-15715,Broomfield,Colorado,Office Supplies,Binders,8.736,4,0.7,-6.1152
9/7/2013,JE-15715,Broomfield,Colorado,Furniture,Chairs,662.88,3,0.2,74.574
30-08-2014,CP-12085,Quincy,Illinois,Office Supplies,Labels,47.36,4,0.2,17.76
30-08-2014,CP-12085,Quincy,Illinois,Office Supplies,Storage,27.44,2,0.2,2.401
30-08-2014,CP-12085,Quincy,Illinois,Office Supplies,Binders,3.24,9,0.8,-5.184
21-06-2013,EA-14035,Carrollton,Texas,Technology,Accessories,95.968,4,0.2,26.3912
21-06-2013,EA-14035,Carrollton,Texas,Office Supplies,Paper,10.368,2,0.2,3.6288
3/9/2014,AC-10615,New York City,New York,Office Supplies,Art,23.1,2,0,6.468
3/9/2014,AC-10615,New York City,New York,Furniture,Furnishings,11.54,2,0,3.462
3/9/2014,AC-10615,New York City,New York,Furniture,Tables,254.526,1,0.4,-93.3262
3/9/2014,AC-10615,New York City,New York,Office Supplies,Appliances,12.98,1,0,3.7642
3/9/2014,AC-10615,New York City,New York,Office Supplies,Binders,26.432,8,0.2,8.9208
3/9/2014,AC-10615,New York City,New York,Technology,Phones,197.97,3,0,57.4113
3/9/2014,AC-10615,New York City,New York,Office Supplies,Labels,18.9,6,0,9.072
3/9/2014,AC-10615,New York City,New York,Furniture,Chairs,1282.41,5,0.1,213.735
3/9/2014,AC-10615,New York City,New York,Office Supplies,Art,4.92,3,0,2.214
3/9/2014,AC-10615,New York City,New York,Technology,Accessories,238,2,0,38.08
3/9/2014,AC-10615,New York City,New York,Technology,Accessories,167.97,3,0,40.3128
3/9/2014,AC-10615,New York City,New York,Office Supplies,Paper,17.12,4,0,7.704
11/9/2014,RW-19690,Springfield,Missouri,Office Supplies,Binders,16.2,3,0,7.776
11/9/2014,RW-19690,Springfield,Missouri,Office Supplies,Appliances,33.99,3,0,14.6157
11/9/2014,RW-19690,Springfield,Missouri,Technology,Accessories,296.85,5,0,53.433
11/9/2014,RW-19690,Springfield,Missouri,Technology,Accessories,112.8,6,0,6.768
11/9/2014,RW-19690,Springfield,Missouri,Office Supplies,Binders,13.71,3,0,6.5808
11/9/2014,RW-19690,Springfield,Missouri,Office Supplies,Paper,24.9,5,0,11.703
11/9/2014,RW-19690,Springfield,Missouri,Office Supplies,Storage,286.29,3,0,17.1774
11/9/2014,RW-19690,Springfield,Missouri,Office Supplies,Appliances,24.18,2,0,7.254
22-12-2014,DB-13210,Paterson,New Jersey,Technology,Phones,281.97,3,0,78.9516
22-12-2014,DB-13210,Paterson,New Jersey,Office Supplies,Supplies,69.5,5,0,20.155
22-12-2014,DB-13210,Paterson,New Jersey,Office Supplies,Paper,166.44,3,0,79.8912
24-09-2014,BD-11320,Tulsa,Oklahoma,Technology,Accessories,291.96,4,0,102.186
7/5/2014,ML-17755,Chicago,Illinois,Office Supplies,Art,6.408,3,0.2,0.6408
7/5/2014,ML-17755,Chicago,Illinois,Technology,Accessories,408.744,7,0.2,76.6395
14-12-2011,JD-16015,Chicago,Illinois,Office Supplies,Binders,5.104,4,0.8,-8.6768
14-12-2011,JD-16015,Chicago,Illinois,Office Supplies,Fasteners,2.896,2,0.2,0.4706
14-12-2011,JD-16015,Chicago,Illinois,Technology,Accessories,35.016,3,0.2,-2.1885
18-10-2011,AS-10225,Montgomery,Alabama,Office Supplies,Storage,275.97,3,0,11.0388
18-10-2011,AS-10225,Montgomery,Alabama,Technology,Phones,1394.95,5,0,362.687
18-10-2011,AS-10225,Montgomery,Alabama,Furniture,Chairs,545.88,6,0,70.9644
